AIRLINE;TRIP;ROU;TYP;PAX;ST;SCHENGEN;AT;BT;POS;BELT;BOUND;HANDLING_TYPE;SIKA;BELT_FIRST;BELT_LAST;EG;LG;DAUER_AUSGABE;STOERGRUND_GD
AB;6557;TXL;320;87;05.02.2016 20:00;1;05.02.2016 19:40;05.02.2016 19:44;14;31;1;J;180;05.02.2016 19:58;05.02.2016 20:01;14;17;3;
BE;7128;BHX;E75;69;05.02.2016 20:10;0;05.02.2016 20:15;05.02.2016 20:05;9;;0;J;88;;;;;;
LH;2151;MUC;CR9;70;05.02.2016 20:15;1;05.02.2016 20:21;05.02.2016 20:14;42;;0;J;90;;;;;;
AB;6664;HAM;73W;124;05.02.2016 20:15;1;05.02.2016 20:22;05.02.2016 20:11;13;;0;J;144;;;;;;
4U;7048;HAM;320;98;05.02.2016 20:15;1;05.02.2016 20:00;05.02.2016 20:03;12;10;1;J;174;05.02.2016 20:12;05.02.2016 20:13;8;10;2;
FR;3247;MAN;73H;176;05.02.2016 20:20;0;05.02.2016 20:40;05.02.2016 20:33;15*;;0;J;189;;;;;;
OS;246;GRZ;DH4;57;05.02.2016 20:25;1;05.02.2016 20:24;05.02.2016 20:17;50;;0;J;76;;;;;;
AB;6846;DUS;DH4;51;05.02.2016 20:25;1;05.02.2016 20:17;05.02.2016 20:20;61D;30;1;J;76;05.02.2016 20:31;05.02.2016 20:32;10;11;1;
EZY;8526;LGW;319;134;05.02.2016 20:30;0;05.02.2016 20:55;05.02.2016 20:42;19;;0;J;156;;;;;;
4U;8007;TXL;319;121;05.02.2016 20:30;1;05.02.2016 20:31;05.02.2016 20:24;10;;0;J;144;;;;;;
AB;6560;TXL;320;168;05.02.2016 20:45;1;05.02.2016 21:02;05.02.2016 20:51;14;;0;J;180;;;;;;
4U;7049;HAM;320;113;05.02.2016 20:50;1;05.02.2016 20:59;05.02.2016 20:46;12;;0;J;174;;;;;;
XG;4673;RKT;73H;164;05.02.2016 21:00;0;05.02.2016 21:19;05.02.2016 21:02;32;;0;C;189;;;;;;
4U;2019;SXF;319;105;05.02.2016 21:05;1;05.02.2016 21:57;05.02.2016 22:00;46;11;1;J;150;05.02.2016 22:06;05.02.2016 22:07;7;8;1;
4U;2465;LHR;319;69;05.02.2016 21:10;0;05.02.2016 20:57;05.02.2016 21:02;29;10;1;J;144;05.02.2016 21:11;05.02.2016 21:12;9;10;1;
AB;6559;TXL;320;158;05.02.2016 21:15;1;05.02.2016 20:56;05.02.2016 21:00;53;30;1;J;180;05.02.2016 21:16;05.02.2016 21:19;17;19;2;
AF;1608;CDG;E90;65;05.02.2016 21:15;1;05.02.2016 21:01;05.02.2016 21:04;14*;20;1;J;100;05.02.2016 21:13;05.02.2016 21:16;9;12;3;
EW;4999;BRU;CR9;38;05.02.2016 21:20;1;05.02.2016 21:14;05.02.2016 21:20;52;20;1;J;90;05.02.2016 21:27;05.02.2016 21:28;8;8;0;
4U;2823;MXP;319;;05.02.2016 21:20;1;;;CL;;1;J;144;;;;;;
4U;2035;BRE;319;66;05.02.2016 21:25;1;05.02.2016 21:18;05.02.2016 21:21;40;11;1;J;144;05.02.2016 21:27;05.02.2016 21:29;6;8;2;
AB;6615;HAJ;DH4;31;05.02.2016 21:30;1;05.02.2016 21:14;05.02.2016 21:19;62D;32;1;J;76;05.02.2016 21:25;05.02.2016 21:26;6;7;1;Verzögerung bei der Ausladung
4U;2521;BCN;320;73;05.02.2016 21:35;1;05.02.2016 21:55;05.02.2016 21:57;44;10;1;J;174;05.02.2016 22:21;05.02.2016 22:22;24;25;1;Verzögerung bei der Ausladung
AB;6665;HAM;321;115;05.02.2016 21:35;1;05.02.2016 21:23;05.02.2016 21:25;31;31;1;J;210;05.02.2016 21:33;05.02.2016 21:35;8;10;2;
4U;3016;HAJ;319;54;05.02.2016 21:35;1;05.02.2016 21:11;05.02.2016 21:13;10;11;1;J;144;05.02.2016 21:18;05.02.2016 21:18;5;6;1;
4U;2043;HAM;319;94;05.02.2016 21:45;1;05.02.2016 21:30;05.02.2016 21:33;41;11;1;J;144;05.02.2016 21:41;05.02.2016 21:42;8;9;1;
4U;2007;TXL;319;50;05.02.2016 21:50;1;05.02.2016 21:28;05.02.2016 21:30;45;10;1;J;144;05.02.2016 21:36;05.02.2016 21:36;6;6;0;
TK;1709;IST;320;93;05.02.2016 21:50;0;05.02.2016 22:08;05.02.2016 22:14;9;10;1;J;159;05.02.2016 22:29;05.02.2016 22:37;15;23;8;
BCS;4299;LEJ;ABY;0;05.02.2016 22:10;1;05.02.2016 22:26;05.02.2016 22:10;105;;0;F;0;;;;;;
4U;2757;VIE;319;85;05.02.2016 22:15;1;05.02.2016 21:53;05.02.2016 21:56;19;11;1;J;144;05.02.2016 22:03;05.02.2016 22:05;8;10;2;
LH;136;FRA;733;123;05.02.2016 22:25;1;05.02.2016 22:38;05.02.2016 22:41;11;11;1;J;139;05.02.2016 22:49;05.02.2016 22:54;8;14;6;
KL;1879;AMS;E90;71;05.02.2016 22:25;1;05.02.2016 22:21;05.02.2016 22:24;15;30;1;J;100;05.02.2016 22:35;05.02.2016 22:37;11;14;3;
4U;2063;RLG;319;63;05.02.2016 22:30;1;05.02.2016 22:07;05.02.2016 22:09;12;11;1;J;144;05.02.2016 22:13;05.02.2016 22:14;4;5;1;
AB;7689;PMI;320;82;05.02.2016 22:45;1;05.02.2016 22:23;05.02.2016 22:26;13;31;1;J;180;05.02.2016 22:37;05.02.2016 22:42;10;15;5;
AB;6563;TXL;DH4;64;05.02.2016 22:50;1;05.02.2016 22:43;05.02.2016 22:46;63D;30;1;J;76;05.02.2016 23:00;05.02.2016 23:02;15;16;1;
4U;2379;STN;319;81;05.02.2016 22:50;0;05.02.2016 22:53;05.02.2016 22:56;43;32;1;J;150;05.02.2016 23:06;05.02.2016 23:08;10;12;2;
DE;1459;TFS;320;137;05.02.2016 22:55;1;05.02.2016 22:41;05.02.2016 22:44;55;10;1;J;180;05.02.2016 22:58;05.02.2016 23:04;14;21;7;
4U;2785;BUD;319;69;05.02.2016 22:55;1;05.02.2016 22:36;05.02.2016 22:41;42;11;1;J;144;05.02.2016 22:52;05.02.2016 22:53;11;12;1;
X3;2169;LPA;73H;180;05.02.2016 23:15;1;05.02.2016 22:52;05.02.2016 22:55;26;30;1;J;189;05.02.2016 23:04;05.02.2016 23:20;9;25;16;
LX;1178;ZRH;100;80;05.02.2016 23:20;1;05.02.2016 23:17;05.02.2016 23:19;16;32;1;J;100;05.02.2016 23:38;05.02.2016 23:40;18;21;3;
X3;2175;FUE SXF;73H;40;05.02.2016 23:25;1;05.02.2016 22:50;05.02.2016 22:52;17;31;1;J;189;05.02.2016 23:03;05.02.2016 23:08;12;16;4;
X3;950;HAJ;73H;0;06.02.2016 00:00;1;06.02.2016 00:03;05.02.2016 23:57;18;;0;M;0;;;;;;
4U;3002;TXL;319;0;06.02.2016 00:15;1;06.02.2016 00:08;06.02.2016 00:01;19;;0;M;0;;;;;;
X3;949;HAJ;73H;0;06.02.2016 01:05;1;06.02.2016 00:56;06.02.2016 01:00;18;;1;M;0;;;;;;
4U;3001;TXL;319;0;06.02.2016 01:30;1;06.02.2016 01:00;06.02.2016 01:04;19;;1;M;0;;;;;;
LX;1179;ZRH;100;81;06.02.2016 05:50;1;06.02.2016 06:03;06.02.2016 05:55;16;;0;J;100;;;;;;
X3;2172;MUC PMI;73H;76;06.02.2016 05:50;1;06.02.2016 06:10;06.02.2016 05:50;17;;0;J;189;;;;;;
KL;1866;AMS;E90;99;06.02.2016 06:00;1;06.02.2016 06:12;06.02.2016 05:59;15;;0;J;100;;;;;;
DE;1480;LPA;320;169;06.02.2016 06:00;1;06.02.2016 06:14;06.02.2016 06:03;55;;0;J;180;;;;;;
AB;6530;TXL;DH4;74;06.02.2016 06:20;1;06.02.2016 06:23;06.02.2016 06:19;61D;;0;J;76;;;;;;
4U;2012;SXF;319;124;06.02.2016 06:35;1;06.02.2016 06:45;06.02.2016 06:35;41;;0;J;144;;;;;;
4U;2044;HAM;319;105;06.02.2016 06:40;1;06.02.2016 06:42;06.02.2016 06:35;12;;0;J;144;;;;;;
4U;2014;TXL;319;116;06.02.2016 06:40;1;06.02.2016 06:52;06.02.2016 06:40;10;;0;J;144;;;;;;
AB;6833;DUS;DH4;71;06.02.2016 06:40;1;06.02.2016 06:48;06.02.2016 06:42;63D;;0;J;76;;;;;;
AF;1609;CDG;E90;82;06.02.2016 06:45;1;06.02.2016 07:00;06.02.2016 06:46;14;;0;J;100;;;;;;
EW;4970;DRS;CR9;66;06.02.2016 06:45;1;06.02.2016 06:50;06.02.2016 06:45;52;;0;J;90;;;;;;
4U;2780;BUD;319;107;06.02.2016 06:45;1;06.02.2016 06:55;06.02.2016 06:45;19;;0;J;144;;;;;;
4U;2528;BCN;319;86;06.02.2016 06:50;1;06.02.2016 06:54;06.02.2016 06:47;45;;0;J;144;;;;;;
AB;7223;AUH;32A;95;06.02.2016 06:50;0;06.02.2016 06:09;06.02.2016 06:13;15;32;1;J;146;06.02.2016 06:23;06.02.2016 06:33;10;20;10;
4U;2758;VIE;319;128;06.02.2016 06:55;1;06.02.2016 07:13;06.02.2016 07:06;46;;0;J;150;;;;;;
4U;2074;LEJ;320;58;06.02.2016 06:55;1;06.02.2016 06:57;06.02.2016 06:53;51;;0;J;174;;;;;;
AB;2936;TFS;320;177;06.02.2016 07:00;1;06.02.2016 07:12;06.02.2016 07:06;53;;0;J;180;;;;;;
4U;2682;SKG;319;144;06.02.2016 07:00;1;06.02.2016 07:10;06.02.2016 07:04;42;;0;J;144;;;;;;
4U;2260;LPA;320;162;06.02.2016 07:00;1;06.02.2016 07:15;06.02.2016 07:09;44;;0;J;174;;;;;;
LH;127;FRA;733;136;06.02.2016 07:00;1;06.02.2016 07:17;06.02.2016 07:05;11;;0;J;139;;;;;;
TK;1710;IST;320;153;06.02.2016 07:00;0;06.02.2016 07:20;06.02.2016 07:09;9;;0;J;159;;;;;;
4U;2462;LHR;319;129;06.02.2016 07:10;0;06.02.2016 07:37;06.02.2016 07:31;50;;0;J;144;;;;;;
4U;3011;HAJ;319;58;06.02.2016 07:15;1;06.02.2016 07:19;06.02.2016 07:10;43;;0;J;150;;;;;;
LX;1164;ZRH;AR1;21;06.02.2016 07:50;1;06.02.2016 07:40;06.02.2016 07:43;14;31;1;J;97;06.02.2016 07:50;06.02.2016 07:51;7;8;1;
4U;8000;TXL;319;47;06.02.2016 07:55;1;06.02.2016 07:35;06.02.2016 07:38;10;11;1;J;144;06.02.2016 07:45;06.02.2016 07:45;6;7;1;
X3;2174;FUE;73H;189;06.02.2016 08:10;1;06.02.2016 08:18;06.02.2016 08:09;26;;0;J;189;;;;;;
LH;126;FRA;321;74;06.02.2016 08:15;1;06.02.2016 08:08;06.02.2016 08:11;11;11;1;J;200;06.02.2016 08:30;06.02.2016 08:34;19;23;4;
LX;1165;ZRH;AR1;89;06.02.2016 08:20;1;06.02.2016 08:26;06.02.2016 08:16;14;;0;J;97;;;;;;
AB;6652;HAM;DH4;73;06.02.2016 08:25;1;06.02.2016 08:28;06.02.2016 08:23;62D;;0;J;76;;;;;;
4U;8001;TXL;319;130;06.02.2016 08:30;1;06.02.2016 08:32;06.02.2016 08:26;10;;0;J;144;;;;;;
XQ;150;AYT;73H;116;06.02.2016 08:35;0;06.02.2016 08:16;06.02.2016 08:20;17;40;1;J;189;06.02.2016 08:30;06.02.2016 08:42;10;22;12;
DL;116;ATL;76W;181;06.02.2016 08:35;0;06.02.2016 08:00;06.02.2016 08:04;9;10;1;J;225;06.02.2016 08:13;06.02.2016 08:27;8;23;15;
LH;131;FRA;321;131;06.02.2016 08:50;1;06.02.2016 09:01;06.02.2016 08:50;11;;0;J;200;;;;;;
LH;2144;MUC;CR9;59;06.02.2016 09:00;1;06.02.2016 08:59;06.02.2016 09:02;44;11;1;J;90;06.02.2016 09:15;06.02.2016 09:17;12;15;3;
6Y;405;PRN;320;131;06.02.2016 09:15;0;06.02.2016 09:32;06.02.2016 09:38;46;41;1;C;180;06.02.2016 09:51;06.02.2016 13:30;13;232;219;Verzögerung beim Gepäcktransport, Verzögerung beim Gepäcktransport
4U;2075;LEJ;320;72;06.02.2016 09:30;1;06.02.2016 09:18;06.02.2016 09:21;41;11;1;J;174;06.02.2016 09:28;06.02.2016 09:29;8;8;0;
AB;6834;DUS;DH4;31;06.02.2016 09:30;1;06.02.2016 09:25;06.02.2016 09:28;50;31;1;J;76;06.02.2016 09:39;06.02.2016 09:40;12;13;1;
XQ;151;AYT;73H;183;06.02.2016 09:35;0;06.02.2016 19:52;06.02.2016 19:41;17;;0;J;189;;;;;;
LH;2145;MUC;CR9;83;06.02.2016 09:40;1;06.02.2016 09:51;06.02.2016 09:44;44;;0;J;90;;;;;;
DE;1452;FUE;32B;211;06.02.2016 09:45;1;06.02.2016 09:58;06.02.2016 09:50;54;;0;J;220;;;;;;
4U;2045;HAM;319;111;06.02.2016 09:45;1;06.02.2016 09:30;06.02.2016 09:33;33;11;1;J;144;06.02.2016 09:48;06.02.2016 09:49;16;16;0;
AB;7222;AUH;32A;139;06.02.2016 09:45;0;06.02.2016 09:55;06.02.2016 09:45;15;;0;J;146;;;;;;
4U;2015;TXL;319;108;06.02.2016 09:45;1;06.02.2016 09:35;06.02.2016 09:39;43;11;1;J;144;06.02.2016 09:49;06.02.2016 09:50;10;12;2;
4U;2013;SXF;319;112;06.02.2016 09:45;1;06.02.2016 09:23;06.02.2016 09:26;45;10;1;J;144;06.02.2016 09:35;06.02.2016 09:36;8;10;2;
AB;6837;DUS;DH4;66;06.02.2016 10:00;1;06.02.2016 10:02;06.02.2016 09:56;50;;0;J;76;;;;;;
6Y;406;PRN;320;173;06.02.2016 10:00;0;06.02.2016 10:48;06.02.2016 10:40;46;;0;C;180;;;;;;
AF;1408;CDG;E90;64;06.02.2016 10:05;1;06.02.2016 10:04;06.02.2016 10:07;14*;20;1;J;100;06.02.2016 10:21;06.02.2016 10:25;14;18;4;
BA;918;LHR;320;26;06.02.2016 10:05;0;06.02.2016 09:49;06.02.2016 09:52;16;32;1;J;168;06.02.2016 09:58;06.02.2016 10:00;6;7;1;
4U;2759;VIE;319;90;06.02.2016 10:15;1;06.02.2016 10:01;06.02.2016 10:05;44;31;1;J;144;06.02.2016 10:17;06.02.2016 10:20;13;15;2;
4U;2781;BUD;319;70;06.02.2016 10:15;1;06.02.2016 09:59;06.02.2016 10:02;42;30;1;J;144;06.02.2016 10:18;06.02.2016 10:19;16;17;1;
AB;6537;TXL;73W;52;06.02.2016 10:15;1;06.02.2016 10:08;06.02.2016 10:11;12;11;1;J;144;06.02.2016 10:25;06.02.2016 10:27;14;16;2;
DL;117;ATL;76W;210;06.02.2016 10:20;0;06.02.2016 10:27;06.02.2016 10:15;9;;0;J;225;;;;;;
LX;1176;ZRH;AR1;33;06.02.2016 10:20;1;06.02.2016 10:11;06.02.2016 10:14;11;11;1;J;97;06.02.2016 10:25;06.02.2016 10:27;11;12;1;
4U;5712;PRN;319;143;06.02.2016 10:20;0;06.02.2016 10:34;06.02.2016 10:25;45;;0;J;144;;;;;;
4U;2820;MXP;319;101;06.02.2016 10:20;1;06.02.2016 10:31;06.02.2016 10:23;43;;0;J;144;;;;;;
TK;1701;IST;32B;80;06.02.2016 10:25;0;06.02.2016 10:19;06.02.2016 10:27;24;10;1;J;180;06.02.2016 10:48;06.02.2016 10:51;21;24;3;
4U;2592;PMI;320;169;06.02.2016 10:25;1;06.02.2016 10:33;06.02.2016 10:24;41;;0;J;174;;;;;;
LH;128;FRA;320;75;06.02.2016 10:30;1;06.02.2016 10:22;06.02.2016 10:26;10;11;1;J;168;06.02.2016 10:35;06.02.2016 10:46;10;20;10;
BA;917;LHR;320;129;06.02.2016 10:45;0;06.02.2016 11:06;06.02.2016 10:51;16;;0;J;168;;;;;;
4U;2818;CTA;319;141;06.02.2016 10:50;1;06.02.2016 10:58;06.02.2016 10:48;42;;0;J;144;;;;;;
AF;1409;CDG;E90;78;06.02.2016 10:50;1;06.02.2016 11:02;06.02.2016 10:45;14;;0;J;100;;;;;;
AB;6540;TXL;73W;113;06.02.2016 10:55;1;06.02.2016 11:09;06.02.2016 10:57;12;;0;J;144;;;;;;
4U;2496;SJJ;319;130;06.02.2016 10:55;0;06.02.2016 11:12;06.02.2016 11:05;44;;0;J;144;;;;;;
SU;2336;SVO;73H;96;06.02.2016 10:55;0;06.02.2016 11:04;06.02.2016 11:12;15;32;1;J;158;06.02.2016 11:24;06.02.2016 11:30;12;18;6;
LX;1177;ZRH;AR1;88;06.02.2016 11:00;1;06.02.2016 11:55;06.02.2016 11:44;11;;0;J;97;;;;;;
LH;133;FRA;320;154;06.02.2016 11:05;1;06.02.2016 11:19;06.02.2016 11:09;10;;0;J;168;;;;;;
4U;2529;BCN;319;52;06.02.2016 11:15;1;06.02.2016 10:59;06.02.2016 11:02;50;10;1;J;144;06.02.2016 11:13;06.02.2016 11:16;11;14;3;
TK;1702;IST;32B;163;06.02.2016 11:20;0;06.02.2016 11:41;06.02.2016 11:26;24;;0;J;180;;;;;;
4U;2463;LHR;319;48;06.02.2016 11:20;0;06.02.2016 11:01;06.02.2016 11:04;41;31;1;J;144;06.02.2016 11:14;06.02.2016 11:15;10;11;1;
KL;1869;AMS;E90;88;06.02.2016 11:25;1;06.02.2016 11:23;06.02.2016 11:26;14;30;1;J;100;06.02.2016 11:34;06.02.2016 11:46;8;20;12;
I2;3664;MAD;32A;88;06.02.2016 11:30;1;06.02.2016 11:10;06.02.2016 11:15;12;11;1;J;180;06.02.2016 11:26;06.02.2016 11:30;12;15;3;Verzögerung beim Gepäcktransport
AB;6655;HAM;DH4;54;06.02.2016 11:35;1;06.02.2016 11:38;06.02.2016 11:41;46;31;1;J;76;06.02.2016 11:53;06.02.2016 11:54;12;13;1;
TK;1743;SAW;73H;96;06.02.2016 11:35;0;06.02.2016 11:35;06.02.2016 11:42;9;10;1;J;165;06.02.2016 11:51;06.02.2016 12:02;8;19;11;
AB;7688;PMI;320;175;06.02.2016 11:40;1;06.02.2016 11:51;06.02.2016 11:39;13;;0;J;180;;;;;;
I2;3665;MAD;32A;129;06.02.2016 12:05;1;06.02.2016 12:28;06.02.2016 12:13;12;;0;J;180;;;;;;
SU;2337;SVO;73H;141;06.02.2016 12:05;0;06.02.2016 12:31;06.02.2016 12:19;15;;0;J;158;;;;;;
KL;1870;AMS;E90;98;06.02.2016 12:10;1;06.02.2016 12:23;06.02.2016 12:08;14;;0;J;100;;;;;;
4U;2683;SKG;319;103;06.02.2016 12:10;1;06.02.2016 12:00;06.02.2016 12:04;44;20;1;J;144;06.02.2016 12:15;06.02.2016 12:19;11;14;3;
AB;6656;HAM;DH4;74;06.02.2016 12:15;1;06.02.2016 12:26;06.02.2016 12:16;46;;0;J;76;;;;;;
TK;1744;SAW;73H;163;06.02.2016 12:35;0;06.02.2016 12:52;06.02.2016 12:35;9;;0;J;165;;;;;;
X3;2173;PMI;73H;13;06.02.2016 12:40;1;06.02.2016 12:16;06.02.2016 12:18;14;31;1;J;189;06.02.2016 12:28;06.02.2016 12:29;10;11;1;
BJ;215;NBE DUS;320;135;06.02.2016 12:45;0;06.02.2016 13:37;06.02.2016 13:42;46;41;1;C;180;06.02.2016 13:55;06.02.2016 14:07;13;25;12;
4U;2821;MXP;319;52;06.02.2016 12:55;1;06.02.2016 12:42;06.02.2016 12:45;34;11;1;J;144;06.02.2016 12:54;06.02.2016 12:55;9;9;0;
X3;2219;TFS;73H;135;06.02.2016 13:05;1;06.02.2016 12:45;06.02.2016 12:48;12;11;1;J;189;06.02.2016 12:55;06.02.2016 13:07;7;19;12;
PC;321;SAW;32A;115;06.02.2016 13:05;0;06.02.2016 12:55;06.02.2016 12:58;15;32;1;J;180;06.02.2016 13:10;06.02.2016 13:15;11;17;6;
8Q;495;IST;320;103;06.02.2016 13:15;0;06.02.2016 13:11;06.02.2016 13:16;42;41;1;J;180;06.02.2016 13:56;06.02.2016 13:56;39;39;0;
EW;4971;DRS;CR9;76;06.02.2016 13:15;1;06.02.2016 13:13;06.02.2016 13:17;64D;10;1;J;90;06.02.2016 13:27;06.02.2016 13:30;11;13;2;
LX;1168;ZRH;DH4;35;06.02.2016 13:20;1;06.02.2016 13:56;06.02.2016 14:00;43;30;1;J;76;06.02.2016 14:07;06.02.2016 14:08;7;8;1;
AB;6838;DUS;DH4;22;06.02.2016 13:25;1;06.02.2016 13:23;06.02.2016 13:28;61D;31;1;J;76;06.02.2016 13:35;06.02.2016 13:35;7;8;1;
BJ;215;NBE;320;151;06.02.2016 13:35;0;06.02.2016 14:29;06.02.2016 14:21;46;;0;C;180;;;;;;
TK;1703;IST;320;71;06.02.2016 13:45;0;06.02.2016 13:40;06.02.2016 13:45;9;10;1;J;159;06.02.2016 13:53;06.02.2016 14:03;8;19;11;Verzögerung beim Gepäcktransport
X3;2168;LPA;73H;185;06.02.2016 13:45;1;06.02.2016 13:55;06.02.2016 13:40;14;;0;J;189;;;;;;
PC;322;SAW;32A;173;06.02.2016 13:45;0;06.02.2016 14:03;06.02.2016 13:47;15;;0;J;180;;;;;;
XQ;972;ADB;73H;153;06.02.2016 13:50;0;06.02.2016 13:43;06.02.2016 13:47;45;40;1;J;189;06.02.2016 14:01;06.02.2016 14:21;14;34;20;
8Q;496;IST;320;167;06.02.2016 13:55;0;06.02.2016 14:27;06.02.2016 14:16;42;;0;J;180;;;;;;
LH;130;FRA;733;83;06.02.2016 13:55;1;06.02.2016 13:59;06.02.2016 14:02;11;11;1;J;139;06.02.2016 14:12;06.02.2016 14:16;9;14;5;
X3;2218;TFS;73H;188;06.02.2016 14:00;1;06.02.2016 14:10;06.02.2016 14:00;12;;0;J;189;;;;;;
AB;6545;TXL;73W;58;06.02.2016 14:10;1;06.02.2016 13:50;06.02.2016 13:55;13;30;1;J;144;06.02.2016 14:03;06.02.2016 14:04;8;9;1;
JP;758;PRN;319;95;06.02.2016 14:15;0;06.02.2016 14:01;06.02.2016 14:06;19;31;1;C;144;06.02.2016 14:14;06.02.2016 14:22;8;16;8;Verzögerung beim Gepäcktransport
AF;1508;CDG;E70;58;06.02.2016 14:20;1;06.02.2016 14:20;06.02.2016 14:23;14*;20;1;J;76;06.02.2016 14:30;06.02.2016 14:38;7;15;8;
LH;135;FRA;733;121;06.02.2016 14:30;1;06.02.2016 14:49;06.02.2016 14:38;11;;0;J;139;;;;;;
XQ;973;ADB;73H;187;06.02.2016 14:40;0;06.02.2016 14:53;06.02.2016 14:46;45;;0;J;189;;;;;;
4U;2497;SJJ;319;122;06.02.2016 14:45;0;06.02.2016 14:34;06.02.2016 14:36;51;32;1;J;144;06.02.2016 14:49;06.02.2016 14:52;13;16;3;
TK;1704;IST;320;150;06.02.2016 14:45;0;06.02.2016 15:23;06.02.2016 15:06;9;;0;J;159;;;;;;
AB;6548;TXL;73W;136;06.02.2016 14:55;1;06.02.2016 15:08;06.02.2016 14:56;13;;0;J;144;;;;;;
JP;759;PRN;319;102;06.02.2016 15:00;0;06.02.2016 15:39;06.02.2016 15:24;19;;0;C;144;;;;;;
AF;1509;CDG;E70;47;06.02.2016 15:00;1;06.02.2016 15:16;06.02.2016 15:01;14;;0;J;76;;;;;;
LX;1169;ZRH;DH4;27;06.02.2016 15:05;1;06.02.2016 15:14;06.02.2016 15:03;43;;0;J;76;;;;;;
4U;2593;PMI;320;59;06.02.2016 15:10;1;06.02.2016 14:39;06.02.2016 14:43;46;11;1;J;174;06.02.2016 14:53;06.02.2016 14:55;10;12;2;
4U;5713;PRN;319;134;06.02.2016 15:15;0;06.02.2016 15:03;06.02.2016 15:07;42;31;1;J;144;06.02.2016 15:15;06.02.2016 15:24;9;18;9;
4U;2040;HAM;319;126;06.02.2016 15:20;1;06.02.2016 15:27;06.02.2016 15:21;51;;0;J;144;;;;;;
AB;6659;HAM;DH4;47;06.02.2016 15:35;1;06.02.2016 15:25;06.02.2016 15:29;62D;30;1;J;76;06.02.2016 15:38;06.02.2016 15:40;9;11;2;
4U;2819;CTA;319;138;06.02.2016 15:50;1;06.02.2016 15:49;06.02.2016 15:51;10;10;1;J;144;06.02.2016 16:02;06.02.2016 16:07;11;15;4;
4U;2648;FAO;320;171;06.02.2016 15:55;1;06.02.2016 16:16;06.02.2016 16:08;46;;0;J;174;;;;;;
FR;3246;MAN;73H;103;06.02.2016 15:55;0;06.02.2016 16:03;06.02.2016 16:05;15*;32;1;J;189;06.02.2016 16:13;06.02.2016 16:14;8;9;1;
LH;2148;MUC;E95;61;06.02.2016 16:10;1;06.02.2016 16:07;06.02.2016 16:11;45;11;1;J;120;06.02.2016 16:27;06.02.2016 16:30;16;19;3;
FR;3247;MAN;73H;130;06.02.2016 16:20;0;06.02.2016 17:11;06.02.2016 17:02;15*;;0;J;189;;;;;;
DE;1481;LPA;320;152;06.02.2016 16:25;1;06.02.2016 16:12;06.02.2016 16:19;12;10;1;J;180;06.02.2016 16:30;06.02.2016 16:38;10;19;9;
4U;2006;TXL;319;135;06.02.2016 16:30;1;06.02.2016 16:48;06.02.2016 16:38;10;;0;J;144;;;;;;
4U;2261;LPA;320;91;06.02.2016 16:50;1;06.02.2016 16:38;06.02.2016 16:40;29;11;1;J;174;06.02.2016 16:51;06.02.2016 16:55;11;15;4;
LH;2149;MUC;E95;68;06.02.2016 16:50;1;06.02.2016 16:56;06.02.2016 16:49;45;;0;J;120;;;;;;
AB;2937;TFS;320;150;06.02.2016 16:55;1;06.02.2016 16:44;06.02.2016 16:47;16;30;1;J;180;06.02.2016 17:00;06.02.2016 17:26;13;39;26;
SK;1655;CPH;CR9;48;06.02.2016 17:15;1;06.02.2016 16:59;06.02.2016 17:04;43;32;1;J;88;06.02.2016 17:13;06.02.2016 17:16;9;12;3;
LH;132;FRA;319;67;06.02.2016 17:40;1;06.02.2016 17:34;06.02.2016 17:37;10;11;1;J;138;06.02.2016 17:49;06.02.2016 17:51;12;15;3;
SK;1656;CPH;CR9;77;06.02.2016 17:45;1;06.02.2016 17:48;06.02.2016 17:44;43;;0;J;88;;;;;;
KL;1875;AMS;F70;69;06.02.2016 17:45;1;06.02.2016 18:13;06.02.2016 18:15;25;31;1;J;80;06.02.2016 18:25;06.02.2016 18:27;9;11;2;
TK;1705;IST;321;111;06.02.2016 17:55;0;06.02.2016 17:39;06.02.2016 17:44;9;10;1;J;180;06.02.2016 17:54;06.02.2016 18:07;10;23;13;
X3;2175;FUE;73H;186;06.02.2016 18:00;1;06.02.2016 17:43;06.02.2016 17:46;35;32;1;J;189;06.02.2016 17:58;06.02.2016 18:20;12;34;22;
LX;1174;ZRH;100;75;06.02.2016 18:15;1;06.02.2016 18:08;06.02.2016 18:11;13;30;1;J;100;06.02.2016 18:19;06.02.2016 18:31;8;19;11;
AF;1808;CDG;E70;53;06.02.2016 18:15;1;06.02.2016 17:55;06.02.2016 18:01;14*;20;1;J;76;06.02.2016 18:12;06.02.2016 18:14;11;13;2;
KL;1876;AMS;F70;63;06.02.2016 18:20;1;06.02.2016 18:52;06.02.2016 18:43;25;;0;J;80;;;;;;
AB;6553;TXL;DH4;45;06.02.2016 18:20;1;06.02.2016 18:15;06.02.2016 18:18;43;32;1;J;76;06.02.2016 18:30;06.02.2016 18:32;13;14;1;
4U;2041;HAM;319;78;06.02.2016 18:25;1;06.02.2016 18:03;06.02.2016 18:05;19;11;1;J;144;06.02.2016 18:13;06.02.2016 18:14;8;10;2;
PC;325;SAW;32A;119;06.02.2016 18:25;0;06.02.2016 18:39;06.02.2016 18:45;24;31;1;J;180;06.02.2016 18:56;06.02.2016 19:05;11;20;9;
